onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	2.92407690081745	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	2.61293196072802	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	2.38263820717111	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	1.79153750790283	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	2.91381526598707	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	2.4660702208057	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	2.67633523559198	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	3.82942862575874	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	2	3.75029066530988	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	3.42416618112475	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	3.16949973115698	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.77791424188763	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	3.49170796992257	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	2.76461046980694	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	2.21495178388432	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	2.52820237306878	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	3.29694264009595	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	2.85884627420455	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	0	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	3.52307640062645	1	1	1	1	0	1	1	1	0	1	1	1
