onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	1.20112171700021	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	0	1.10787724700094	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.72612520800067	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.20616179799981	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	1	1.18313461100115	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.6096051479999	1	0	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	1.72225758700006	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	1.02917155400064	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	1.8779480459998	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	1.88635561200135	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.39244309800051	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.58575343600023	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	2.61120824600039	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	0.971487779999734	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.02911945800042	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	1.61513642700083	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	2.74385401200016	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	6	1.90531055300016	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	1.15432202600095	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	1.40310261800005	1	1	1	1	0	1	1	1	0	1	1	1
