onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.73668538895436	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	2.05062836501747	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	1.14790395903401	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	4.24302407121286	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	n/a	n/a	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	0.991441871970892	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	1.11318186414428	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	2.5945305400528	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	2.73932560696267	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	4	1.51722759497352	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	0.966496867826208	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.76015076600015	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	2.35276934807189	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.05785783706233	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	1.32364990701899	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	10	2.14857049193233	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.6618665389251	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.47954283794388	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	3.12867062888108	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	3.19363040989265	2	1	1	1	0	1	1	1	0	1	1	1
