onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	2.71481354511343	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	2.65589079307392	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	1.96905903099105	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	2.64132165280171	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	4	2.64228216698393	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	3.31428220588714	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	2.03811529604718	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	2	4.35093490802683	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	3.00019360892475	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	2.11341404891573	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	1.51490839105099	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	4.21284962794743	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	3.08613098715432	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	4.19078541104682	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	2.80099067487754	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	2.77811515005305	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	2.67587464977987	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.60371800209396	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	2.56583156296983	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	4.15121830906719	2	1	1	1	0	1	1	1	0	1	1	1
