onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	3.34791878900432	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	1.18091710099543	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	3.38306523900246	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	1.3375011629978	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.49819566500082	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	1.7958906529966	2	0	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	n/a	n/a	0	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	1.84653051701025	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	2.3053605719906	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.69691321300343	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	1.88984664098825	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.08159892899857	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	1.5635145970009	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.52633879700443	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	2.24807101899933	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	2.3929498540092	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	1.40354378000484	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	1.34055388699926	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	2	2.27729339900543	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	2.71724874599022	2	0	1	1	0	1	1	1	0	1	1	1
