onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	6	2.18117977492511	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	1.86512590013444	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	6	2.93025817908347	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.35573694296181	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	2.65911884512752	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	3.70256207184866	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	1.07978681102395	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.24907304393128	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.29864507215098	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	1.73204175429419	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	1.53287331899628	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	1.01418019179255	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	1.06363142281771	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.32972407527268	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	1.68220815388486	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.0035923612304	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	7	1.46011691400781	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	2.46251251269132	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	0.976192427799106	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	1.36057725409046	1	1	1	1	0	1	1	1	0	1	1	1
