onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	1.31665106629953	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	1.12581473821774	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.6324920267798	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	0.920751634053886	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	0.858687945175916	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	1.50046139303595	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	2.67646420933306	2	0	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	1.75787140615284	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.31973003596067	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	0.873342105187476	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	2	1.42578588891774	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	1.01996706658974	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	0.941340559627861	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	6	1.43083646195009	1	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	4	1.4398720418103	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	0	1.2969669434242	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.11482381913811	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.43593226000667	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	0.997359044849873	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	2.60530552407727	2	1	1	1	0	1	1	1	0	1	1	1
