onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.18885606806725	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	0.999821026809514	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	0.87136435136199	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	8	1.01040665525943	1	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	0.954838496167213	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	3.04353625094518	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	2.36553763411939	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	9	0.958316189236939	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	1.79141785390675	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	0.985252363607287	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	2.41082361899316	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	3.62061846768484	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	1.60598310921341	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	1.03899599146098	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	10	1.05586820980534	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	1.08898153016344	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	1.23505808413029	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	3.56392954196781	2	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	0.893336444161832	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	1.50308405794203	2	1	1	1	0	1	1	1	0	1	1	1
