onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	3.71829329617321	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.28829558379948	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.8962867744267	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	2.0506410934031	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	2.62819733843207	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	2.30884112417698	1	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	2.79046030156314	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	2.18448138237	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.05698525160551	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	n/a	n/a	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.7556176520884	1	0	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	4.58294395729899	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	0	2.58434798941016	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	1.40138275176287	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	1.75490124709904	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	2.91596360690892	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	4.07695296034217	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	2.36617267131805	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	3.74424810893834	1	1	1	1	0	1	1	1	0	1	1	1
