onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	0.360812189988792	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	4.29024864395615	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	3.02758775197435	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	3.20481487602228	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	3.61449305398855	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	3.09507012099493	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	4.07739849301288	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	3.63906215201132	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	3.37642070697621	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	4.08964306599228	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	6	3.97338877100265	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	4.3588386499905	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	4.30471167701762	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	10	2.43385776999639	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	4.31561734399293	1	0	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	4.29257350397529	2	0	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	3.31866213696776	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	4.66380758403102	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	3.5053915400058	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	3.38897508598166	2	1	1	1	0	1	1	1	0	1	1	1
