onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	1.09769621799933	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.03488008500426	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	0.931257896008901	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.64043255397701	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	1.17781304498203	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	1.83556412698817	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.18048438898404	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	1.22619851800846	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	1.3560023860191	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	1.33349373500096	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	1.52747751801508	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	1.40904284801218	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.14487716299482	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	1.52975262698601	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.13245483199717	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	0.759466446994338	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	1.27143802799401	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.50486781599466	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	1.45006708198343	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	1.00390570799937	2	1	1	1	0	1	1	1	0	1	1	1
