onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	2.29933485388756	2	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	1.63976419903338	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.5780183840543	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	2.15369904227555	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	2.21790948696434	1	0	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	2.24578259140253	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.14241853356361	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.27215293236077	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	1.03389383479953	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.131432864815	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	2.43546760827303	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.26961183361709	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	2.42351493053138	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.10445967689157	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	3.88986655697227	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	3.12888806499541	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	1.9559242669493	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	1.30171717144549	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	0.935538750141859	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	3.2968284022063	2	1	1	1	0	1	1	1	0	1	1	1
