onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	1.78135056979954	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	1.00762751325965	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	4.06572600454092	2	0	0	1	1	0	1	1	1	0	1	1
38	5	1	2	8	2.21128227375448	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	4.25826014950871	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.23707479983568	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	2	6	4.15018741972744	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	1.75192212685943	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	8	1.15279863215983	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	0.866993559524417	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	0.915938002988696	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	6	3.2771591283381	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	8	0.943326357752085	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	6	1.91208836250007	1	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	1.40104117803276	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	2	1.05139891430736	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	8	2.73937262780964	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	3.18099248223007	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.41458600014448	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	3.31141362711787	1	1	1	1	0	1	1	1	0	1	1	1
