onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	1.03584757698991	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	1.00561895099236	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	0.982686262999778	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	0.910217652010033	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	0.887014980005915	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	1.40109668299556	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	7	0.977501861998462	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	0.813072053002543	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	1.51038966700435	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	3.39255209200201	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	0.850000578997424	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	0.939265410997905	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	4	1.54831358499359	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.65369122799893	1	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.31964383699233	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	1.10412933101179	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	0.989478945994051	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	0.934795902008773	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	1.34429400699446	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	3	1.03332695600693	1	1	1	1	0	1	1	1	0	1	1	1
