onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	2.73887461100821	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	2.14888948600856	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	3.01330778498959	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	3	2.47823139799584	2	0	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	2.93556470600015	2	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	1.33767651199014	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	2.81026891499641	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	2.09121695200156	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	2.96456439699978	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.10170138400281	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	8	3.5274405740056	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	1.32115917699412	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	1.40965158901236	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	8	1.32446966800489	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	1.26976140199986	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	9	1.04490097799862	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	1.44605429499643	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	8	0.879557816006127	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	10	0.880560708988924	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	4	3.41807732600137	2	0	1	1	0	1	1	1	0	1	1	1
