onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	3.48594838695135	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	8	2.30662270495668	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	3.67246460996103	1	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	2.36084602598567	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	3.25711800006684	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.32841425400693	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	3.53696100902744	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	4	2.33193181699608	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	2.26775506499689	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	3.5577888119733	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.61557244497817	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	3.80033025401644	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	2.53844377002679	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	1.84344792598858	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	2.99137082800735	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	2.65580219391268	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	2.33021678903606	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	2.49172893899959	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	2.76497874502093	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	3.60368797101546	2	1	1	1	0	1	1	1	0	1	1	1
