onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.74946421105415	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	2.33077513310127	1	0	1	0	0	0	1	0	0	1	0	1
26	5	1	1	4	2.82014548103325	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	3.66147663583979	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	4.28532669809647	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	4.94436022709124	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	2	1.84222228592262	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	4.14736654399894	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.36495250696316	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	2.77442411892116	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	2.95985863404348	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.44062229897827	1	0	0	1	1	1	0	1	1	1	1	1
146	5	0	1	0	2.89105532295071	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	3.41040569497272	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	1	2.66007961588912	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	2.3018748848699	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	2.29477561684325	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	2.17654310888611	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	n/a	n/a	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	n/a	n/a	0	1	1	0	1	1	1	0	1	1	1
