onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	10	2.39200363494456	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	2	6	2.91814328916371	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	9	1.41601942339912	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	1.58478224137798	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	1.0973811368458	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	1.31595061998814	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.81416500313208	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	4.24707416398451	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	4	2.09668328799307	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	1.88154302025214	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	1.4029401158914	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	2.7563305189833	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	2.2616950715892	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	3.90244364598766	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	3.7513879397884	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	4	4.94503751816228	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	2.57118756789714	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	2.32283347006887	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	1.43711249576882	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	3.28687253128737	1	1	1	1	0	1	1	1	0	1	1	1
