onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	9	0.938237252179533	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	0	1.79703016392887	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	3	3.09417305886745	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	3.21652373066172	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	6	3.08084554411471	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	2.22732615005225	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	6	4.18862487887964	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.89351229509339	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	2.41486683208495	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	4.18473636498675	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	2.63404637482017	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	2.39399997610599	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	3.11551004694775	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	2.60594289703295	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	3.23900637263432	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	1.62437180103734	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	2.47316502407193	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	1	2.33095690095797	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	2.32449345011264	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	2.35808167792857	2	1	1	1	0	1	1	1	0	1	1	1
