onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	4	4.20386105391663	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	0.964857137994841	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.43839353905059	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	1.04763549601194	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	3.50524166505784	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	7	1.78629855799954	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	4.52378805098124	2	0	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	1.70840629993472	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.02196296409238	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	8	2.34217107703444	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	3.42314633494243	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	2	4.61654778209049	2	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	1.33827381499577	2	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	3.77159285091329	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	0.037609752966091	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	2.88716658891644	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	4.09564671199769	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	0	0.984146608039737	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	1.25014334300067	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	3.77972308103926	2	1	1	1	0	1	1	1	0	1	1	1
