onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	4.30037316901144	1	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	9	3.75730208703317	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	2	2.30368333199294	2	0	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	2.22364382696105	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	4.5139569590101	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	4	1.81887860101415	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.37360930995783	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	4.53377806697972	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	3.66287651099265	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	7	2.52102601103252	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	2.34589382301783	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	3	3.83436779497424	2	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.9553984789527	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	2	2.05122902296716	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	3.86998632596806	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.82402865000768	1	0	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	3.1523478400195	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	0	2.57814182300353	1	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	3.50654975598445	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	2.28375162999146	2	1	1	1	0	1	1	1	0	1	1	1
