onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	0.239734767999948	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	3.67381615700003	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	n/a	n/a	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	3.68412885700002	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	3.5729975669999	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	3.55037621800011	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	2.23272842599999	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	3.70582896899987	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	9	1.87499564100017	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	1.49274712500005	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.96522622999987	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	1	2	2.33492478300013	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	0	3.01663984799984	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	2.53747127099996	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	2.38690160599981	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	3.15654843199991	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	4.77260800199997	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	7	2.66285887799995	1	0	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	3.51246159099992	1	1	1	1	0	1	1	1	0	1	1	1
