onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	prot_summedsim	exe_summedsim
2	5	0	2	9	1.4523789070081	2	1	0	0	1	1	0	0	1	1	1	0	0.094208	1.1921
14	5	1	1	4	3.62251315696631	2	0	1	0	0	0	0	1	1	0	0	1	0.05099	1.3978
26	5	0	1	1	1.77451309293974	1	1	1	1	0	0	1	1	0	0	1	0	0.80374	1.096
38	5	1	1	4	3.78550351795275	1	1	0	1	0	1	1	1	0	1	1	0	0.079374	1.4204
50	5	0	2	8	2.24953182600439	2	1	1	1	1	1	0	0	1	1	0	0	0.33436	0.84105
62	5	0	1	0	2.21201351098716	1	1	1	1	0	0	1	1	0	0	1	1	1.0006	1.4666
74	5	1	2	8	1.44510994502343	2	1	0	0	1	1	0	0	0	0	0	0	0.067917	1.119
86	5	0	1	3	4.46271476708353	1	1	0	1	0	1	1	0	0	0	1	1	0.30772	0.77532
98	5	0	1	3	2.64025397901423	1	1	0	1	1	0	0	1	0	0	1	1	0.15167	0.8612
110	5	0	2	8	2.99170019105077	2	1	1	0	1	1	0	1	1	1	0	0	0.3344	0.84105
122	5	0	1	1	3.06570510508027	1	1	1	1	0	0	1	1	0	0	0	1	0.094208	0.64517
134	5	1	2	6	1.97976710298099	2	1	1	0	1	1	1	0	1	0	0	1	0.078609	1.4101
146	5	0	2	7	2.23735928593669	2	1	0	0	1	1	0	1	1	0	0	1	0.23632	0.45111
158	5	0	1	4	2.05418653204106	2	0	0	1	1	0	1	1	0	0	0	0	0.060187	0.68107
170	5	1	2	8	2.36740085610654	2	1	1	0	0	1	0	0	1	1	0	0	0.16625	1.2703
182	5	0	1	2	3.76182254299056	1	1	1	1	0	0	1	1	0	0	0	0	0.078469	0.75645
194	5	0	2	6	2.2820641429862	2	1	0	1	0	1	1	0	1	1	1	0	0.053367	0.81601
206	5	0	2	6	2.61909016896971	2	1	0	0	0	0	0	1	1	0	0	0	0.13532	0.33394
218	5	1	1	2	1.41341924597509	1	1	0	0	0	0	1	1	0	0	1	1	0.33436	1.3128
230	5	1	2	8	2.1171348229982	2	1	0	1	1	0	0	0	1	1	0	0	0.91985	1.2701
