onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	1.27713382709771	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.16692847199738	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.35218694899231	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	1.96156096505001	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	6	3.11301389476284	1	0	1	0	1	1	1	1	1	1	0	1
62	5	0	2	6	2.34623719006777	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	2.81109040370211	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	2.66266223182902	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	2.21592548722401	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	3.01536133792251	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	2	8	2.4506193199195	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	1	1	2.17225706716999	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	7	2.90100420406088	1	0	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	2.55854638200253	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	4	3.02454005973414	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	8	2.26527359802276	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	n/a	n/a	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	3	n/a	n/a	0	1	0	1	0	0	0	0	0	0	0
218	5	0	1	0	1.82682420592755	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	1.75768116302788	1	1	1	1	0	1	1	1	0	1	1	1
