onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	0.00418650300707668	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	3.63666354003362	2	0	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	2.75771192309912	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	3.81452943000477	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	0.320680344011635	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	2.03413930197712	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.38735669804737	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	2.18889709492214	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	1.71085106499959	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	2.05586841597687	2	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	2.64919016999193	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.94663278595544	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	8	2.36354878894053	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	9	1.91628146101721	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	7	2.41387755994219	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	2.69556391600054	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	4.53665308991913	1	0	1	1	1	1	0	1	0	1	1	1
206	5	0	1	4	1.94624904298689	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	2.29935519304127	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	6	2.87754557596054	1	0	1	1	0	1	1	1	0	1	1	1
