onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	2.40406434400938	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	3.07151296397205	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	0	1.37718443595804	1	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	4	3.05006822699215	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.31643154402263	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	2.31504370493349	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.88587304600514	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	4	2.72708238102496	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	3.79214145301376	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	1	3.01063605304807	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	7	1.49985875596758	2	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	1.61274343496189	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	1.53459592105355	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	1.95119033800438	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	n/a	n/a	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.89857596496586	1	0	0	1	1	0	1	0	0	1	1	1
194	5	1	2	8	4.64288357808255	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	1	2	1.69140553101897	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	1	1.61366874305531	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	3.03946481505409	2	1	1	1	0	1	1	1	0	1	1	1
