onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	3	2.49185042642057	1	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	3.18943990208209	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	7	2.28683899715543	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	1	3.86335981823504	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	2	3.90469706989825	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	2.71315686777234	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	4	1.52314698509872	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	4.78926220536232	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	10	2.47862057946622	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	2	2.53632168658078	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	9	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	n/a	n/a	0	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	1.53984138742089	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	2.25354842282832	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	6	2.79939655400813	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	2	3.04895762912929	1	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	4	1.96976226940751	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	4.67474412918091	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	6	4.61750674620271	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	n/a	n/a	0	1	1	0	1	1	1	0	1	1	1
