onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	4.49799085012637	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	4	4.50198251707479	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	1	1	n/a	n/a	0	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	3.21164117893204	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	2.9374683261849	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	3.30016529583372	2	0	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	n/a	n/a	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	3	4.65525394817814	2	0	0	0	0	0	0	1	0	1	1	1
98	5	1	2	8	4.31209747609682	2	1	0	0	0	1	0	1	1	0	1	0
110	5	0	1	0	3.43256592797115	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	3.6106542549096	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	9	4.60455352813005	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	4.26944814901799	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	4.55936019285582	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	0.312144133029506	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	2	6	3.97059258609079	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	n/a	n/a	0	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	3.70887364610098	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	1	2	4.48638310818933	1	1	1	1	0	1	1	1	0	1	1	1
