onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	2	8	1.26019288599491	2	1	0	0	0	0	0	0	0	0	0	0
14	5	1	1	4	1.83925025491044	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	1.5047779919114	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	0.993115273071453	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	2.38603588799015	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	6	2.52436156594194	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	1	1.35595609503798	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	7	1.29308637417853	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	3	1.14310273388401	1	1	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	2.73778554890305	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	4	1.75265756412409	2	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	8	2.12228961405344	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	1	4.47613780898973	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	2	1.1010656778235	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	1.44802971510217	2	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	2.25733566889539	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	2.20217677112669	2	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	1.83532820502296	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	4.18659166502766	2	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	8	1.00363275501877	2	1	1	1	0	1	1	1	0	1	1	1
