onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	10	1.54519126995001	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.29289314791095	2	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	1.25512898399029	1	0	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	1.51234536606353	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	1	3	1.40128982695751	2	0	1	0	1	1	1	1	1	1	0	1
62	5	1	2	8	1.85122769291047	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	4	1.516184084001	1	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	8	1.59704250702634	1	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	9	2.11060205590911	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	1	2	1.28069180203602	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	3.27735888992902	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.070975893992	2	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.32029494096059	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	2.31343430397101	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	1.50263723894022	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	1.27164903806988	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	1	1.47319026000332	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	2.27418723097071	1	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	1.16439852002077	1	1	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	1.53287593007553	2	1	1	1	0	1	1	1	0	1	1	1
