onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	1.81744604196865	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	8	1.73914201895241	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	2.89018199802376	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	9	1.65413920208812	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	7	2.22297632496338	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	4	n/a	n/a	0	1	0	1	1	1	1	1	1	1	1
74	5	1	2	8	1.52084049000405	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	10	1.21727242902853	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	2.23660290997941	1	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	6	3.22181432403158	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	4.54297917697113	1	0	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.74327322503086	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	2.56807473604567	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	1	4	2.54642831697129	2	0	1	0	1	1	0	0	0	0	0	0
170	5	0	1	3	2.64417744299863	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	2	6	2.49264366191346	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	2.6457743110368	1	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	1.5737275009742	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	2	1.80007611005567	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	1	2.04899066197686	1	1	1	1	0	1	1	1	0	1	1	1
