onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.78729403577745	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	2	7	1.65318498387933	1	0	1	0	0	0	1	0	0	1	0	1
26	5	0	1	4	1.84655156731606	2	0	0	1	1	0	1	1	1	0	1	1
38	5	1	2	6	1.50303124077618	1	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.20137312635779	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	8	1.33112384565175	2	1	1	0	1	1	1	1	1	1	1	1
74	5	0	1	3	2.37252210453153	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	1.44610132277012	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	1.31945776753128	1	0	0	0	0	1	0	1	1	0	1	0
110	5	1	1	4	3.28772936947644	2	0	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	2.53704406693578	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	8	1.8746584225446	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	2	6	2.49866002611816	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	1.32474482432008	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	9	2.11055407114327	1	0	0	0	1	1	0	0	1	0	1	0
182	5	0	2	10	2.20012365654111	2	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.70557615533471	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	2.04275790043175	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	2.37145305424929	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	1.46038695424795	1	0	1	1	0	1	1	1	0	1	1	1
