onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	1	1	2	1.51730518788099	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	3	1.50219973549247	2	0	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	3.53472651541233	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	4	2.74458947405219	2	0	0	0	1	0	0	0	0	1	0	0
50	5	1	1	4	2.60977779142559	1	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	1	1.31218089535832	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	10	1.06926926597953	2	1	0	0	1	1	0	0	0	0	0	0
86	5	0	2	8	2.68622192181647	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	1	1	1.95184177905321	2	0	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	4.13576862029731	1	0	0	1	1	1	0	0	1	1	1	1
122	5	0	2	6	1.9536570161581	1	0	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	1.10755621641874	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	3	2.98973117768764	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	2	8	1.13491881079972	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	6	1.727743787691	1	0	0	0	1	1	0	0	1	0	1	0
182	5	1	2	6	4.10489018261433	2	1	0	1	1	0	1	0	0	1	1	1
194	5	0	1	2	1.28201908245683	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	7	3.47534719668329	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	2.39589626342058	2	0	0	0	0	0	0	0	0	0	0	1
230	5	1	2	6	2.06165611185133	2	1	1	1	0	1	1	1	0	1	1	1
