onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	2	1.04129009100143	1	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	4	1.45908341102768	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	0.96393837290816	2	1	0	1	1	0	1	1	1	0	1	1
38	5	1	1	2	0.694042706978507	1	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.27844533498865	2	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	1.33524489204865	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	1.36927502101753	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	2	6	1.25013863597997	2	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	1.05115820304491	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	0	1.22858195204753	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	3	0.998227457981557	1	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	7	1.23057479201816	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	1.81613114301581	1	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	1	1.01691751903854	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	8	0.922204578993842	2	1	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	0.716387486085296	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	0.894049988943152	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	2	6	1.26934242597781	2	1	1	0	1	0	0	0	0	0	0	0
218	5	1	2	8	1.01478347799275	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	2	1.1366698530037	1	1	1	1	0	1	1	1	0	1	1	1
