onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	1	n/a	n/a	0	0	0	0	0	0	0	0	0	0	0
14	5	1	1	2	3.44572679232806	1	1	1	0	0	0	1	0	0	1	0	1
26	5	1	1	2	1.1839686119929	1	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	0.985125953797251	2	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.68988438788801	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	3	1.24386176886037	1	1	1	0	1	1	1	1	1	1	1	1
74	5	0	2	8	1.21330894716084	2	1	0	0	1	1	0	0	0	0	0	0
86	5	1	1	2	1.25474608875811	1	1	0	0	0	0	0	1	0	1	1	1
98	5	0	2	6	1.07050504582003	2	1	0	0	0	1	0	1	1	0	1	0
110	5	1	2	8	1.376595065929	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	2	n/a	n/a	0	0	0	0	0	0	0	1	1	0	0
134	5	0	1	2	1.74786888202652	1	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	4	n/a	n/a	0	1	1	1	1	1	1	1	1	0	1
158	5	0	2	7	1.86252523493022	2	1	1	0	1	1	0	0	0	0	0	0
170	5	0	2	10	n/a	n/a	0	0	0	1	1	0	0	1	0	1	0
182	5	1	1	4	2.19338974123821	2	0	0	1	1	0	1	0	0	1	1	1
194	5	0	2	9	0.833903471007943	2	1	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	0.963733913842589	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	9	0.780201830901206	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	1	4	0.782039595767856	1	1	1	1	0	1	1	1	0	1	1	1
