onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	7	3.45281205291394	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	1	3.95811879402027	1	1	1	0	0	0	1	0	0	1	0	1
26	5	0	2	8	2.71257150301244	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	2	4.16207716008648	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	1	2	2.13917516206857	1	1	1	0	1	1	1	1	1	1	0	1
62	5	1	1	2	3.4188856750261	2	0	1	0	1	1	1	1	1	1	1	1
74	5	0	2	9	0.0494698230177164	1	0	0	0	1	1	0	0	0	0	0	0
86	5	0	2	6	3.69798851094674	2	1	0	0	0	0	0	1	0	1	1	1
98	5	1	1	4	3.29970513703302	2	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	4	4.08384693996049	1	1	0	1	1	1	0	0	1	1	1	1
122	5	0	2	10	3.80825105705298	2	1	0	0	0	0	0	0	1	1	0	0
134	5	0	2	9	3.54633934202138	1	0	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	3.36425329407211	1	0	1	1	1	1	1	1	1	1	0	1
158	5	0	1	4	3.54796846397221	1	1	1	0	1	1	0	0	0	0	0	0
170	5	0	1	2	2.28592126991134	1	1	0	0	1	1	0	0	1	0	1	0
182	5	1	2	8	4.19997604796663	1	0	0	1	1	0	1	0	0	1	1	1
194	5	0	1	3	3.44839133799542	2	0	1	1	1	1	0	1	0	1	1	1
206	5	1	2	8	4.49706508102827	1	0	1	0	1	0	0	0	0	0	0	0
218	5	1	1	4	3.20263472408988	2	0	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	2.72585645399522	2	1	1	1	0	1	1	1	0	1	1	1
