onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	1	4	2.99799705797341	2	0	0	0	0	0	0	0	0	0	0	0
14	5	0	2	6	1.9380016119685	2	1	1	0	0	0	1	0	0	1	0	1
26	5	1	2	8	1.62095578503795	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	1	0	1.05515072494745	1	1	0	0	1	0	0	0	0	1	0	0
50	5	1	2	8	1.07099811302032	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	2	9	2.04957957402803	2	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	1.09937429893762	1	1	0	0	1	1	0	0	0	0	0	0
86	5	0	1	1	2.50036286690738	2	0	0	0	0	0	0	1	0	1	1	1
98	5	0	2	7	1.66081524000037	1	0	0	0	0	1	0	1	1	0	1	0
110	5	0	2	6	1.5428091470385	2	1	0	1	1	1	0	0	1	1	1	1
122	5	0	1	1	1.19066114106681	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	1	4	2.40784740401432	1	1	0	1	1	1	0	1	1	1	1	1
146	5	1	2	6	1.19384786894079	2	1	1	1	1	1	1	1	1	1	0	1
158	5	0	1	3	1.08304146199953	1	1	1	0	1	1	0	0	0	0	0	0
170	5	1	2	8	1.34068181202747	2	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	3	1.03727497998625	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	2	1.29415713797789	1	1	1	1	1	1	0	1	0	1	1	1
206	5	0	1	2	1.13609607494436	1	1	1	0	1	0	0	0	0	0	0	0
218	5	0	2	8	1.22542978904676	2	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	8	2.11444770393427	2	1	1	1	0	1	1	1	0	1	1	1
