onset	duration	isold	cat	dist	rt	resp	correct	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10
2	5	0	2	8	1.26567288604565	2	1	0	0	0	0	0	0	0	0	0	0
14	5	0	1	4	2.65866352105513	2	0	1	0	0	0	1	0	0	1	0	1
26	5	0	2	6	2.74058885104023	2	1	0	1	1	0	1	1	1	0	1	1
38	5	0	2	7	1.29408477293327	2	1	0	0	1	0	0	0	0	1	0	0
50	5	0	2	9	1.27201062999666	2	1	1	0	1	1	1	1	1	1	0	1
62	5	0	1	2	1.3049123918172	1	1	1	0	1	1	1	1	1	1	1	1
74	5	1	1	2	1.76160027994774	2	0	0	0	1	1	0	0	0	0	0	0
86	5	0	1	0	1.10438169585541	1	1	0	0	0	0	0	1	0	1	1	1
98	5	1	2	6	n/a	n/a	0	0	0	0	1	0	1	1	0	1	0
110	5	0	1	3	3.18941601901315	1	1	0	1	1	1	0	0	1	1	1	1
122	5	1	1	4	1.06419830420054	1	1	0	0	0	0	0	0	1	1	0	0
134	5	1	2	6	2.9827802060172	2	1	0	1	1	1	0	1	1	1	1	1
146	5	0	1	2	2.4499553469941	1	1	1	1	1	1	1	1	1	1	0	1
158	5	1	2	6	3.36975987604819	2	1	1	0	1	1	0	0	0	0	0	0
170	5	1	1	2	2.69919569604099	1	1	0	0	1	1	0	0	1	0	1	0
182	5	0	1	1	0.90985183394514	1	1	0	1	1	0	1	0	0	1	1	1
194	5	1	1	4	1.83878352399915	2	0	1	1	1	1	0	1	0	1	1	1
206	5	0	2	9	1.75196518492885	2	1	1	0	1	0	0	0	0	0	0	0
218	5	0	1	4	1.11231962195598	1	1	0	0	0	0	0	0	0	0	0	1
230	5	0	2	7	4.49958588113077	2	1	1	1	0	1	1	1	0	1	1	1
